官	1157.63
施設	1157.3
に関する	1153.4
状態	1153.12
西	1148.81
教授	1147.1
金	1147.01
父	1143.47
場所	1140.74
最も	1140.17
終了	1139.15
最終	1137.09
採用	1134.36
伴う	1132.51
面	1131.98
公開	1130.29
出る	1125.05
にかけて	1123.61
プロ	1120.6
人口	1118.43
番	1113.56
話	1111.87
ほど	1108.34
に対する	1108.09
決定	1107.2
収録	1103.5
員	1101.37
選手権	1100.67
最後	1099.11
製造	1090.96
野球	1083.43
組織	1081.79
お	1077.52
ただし	1074.49
経る	1074.31
車両	1072.62
果たす	1071.12
高	1067.98
全国	1058.04
生産	1057.66
強い	1057.63
率	1057.21
初めて	1052.27
受賞	1045.39
メンバー	1044.42
議員	1043.67
ロシア	1043.36
企業	1041.75
シングル	1038.46
枚	1035.17
全て	1033.65
目的	1032.66
役	1029.57
大きな	1029.14
管理	1028.18
システム	1020.9
機能	1020.65
実施	1019.33
といった	1017.4
調査	1016.85
海軍	1013.25
列車	1012.26
書く	1009.29
部隊	1007.66
総	1004.96
とも	1002.42
移籍	1000.73
勝利	1000.6
株式会社	998.96
名称	994.99
挙げる	994.76
加える	989.88
方	988.52
高校	985.85
道路	985.33
店	979.6
たい	978.45
最大	977.65
例	976.11
長い	975.48
神	974.2
台	973.26
四	971.55
センター	971.1
人物	969.64
勝	965.19
独立	962.13
運動	960.09
小学校	957.79
協会	956.36
馬	956.08
重要	955.7
水	953.3
結ぶ	953.04
出す	952.47
構造	951.15
発見	949.33
ほとんど	947.26
対応	947.14
活躍	946.46
量	942.96
通常	941.03
書	939.73
サッカー	938.49
成功	935.95
生活	935.61
ところ	932.97
べし	930.81
団	930.28
年度	930.28
認める	928.47
別	927.77
院	924.81
国内	924.2
～	923.24
イタリア	922.66
モデル	915.08
航空	912.11
京都	907.55
山	906.45
述べる	899.09
特別	897.3
評価	896.93
設計	896.91
以前	895.15
名前	889.86
何	889.17
リリース	887.21
基本	887.01
科学	885.23
指定	883.57
戦闘	883.18
製作	882.15
設定	879.37
始まる	878.76
実際	878.45
内容	878.27
戦い	875.87
至る	873.83
編成	867.27
搭載	866.85
作曲	866.38
石	865.46
クラブ	864.31
帝国	864.26
江戸	861.49
彼女	860.96
朝	859.77
様々	859.67
時期	859.66
思う	858.67
出版	858.39
予定	858.18
最高	855.82
ここ	854.92
アニメ	854.72
運営	853.63
専門	853.55
府	851.77
漫画	850.82
五	848.98
人間	848.46
ます	847.8
キャラクター	843.71
公式	843.3
連合	843.2
藩	839.09
指揮	837.41
再び	837.13
指導	836.89
終わる	836.79
残す	835.51
時点	833.28
記念	832.55
運行	830.53
提供	830.12
国家	829.05
初期	828.24
導入	827.29
経営	827.22
ヨーロッパ	825.02
新た	825.01
館	822.7
特徴	822.57
船	821.5
求める	820.82
対象	819.31
に対し	819.03
すべて	815.35
連続	814.74
省	812.77
群	810.81
外	810.34
ドラマ	808.36
団体	807.85
党	807.14
翌	806.89
理由	806.61
廃止	803.92
行く	803.6
英語	802.59
会議	801.66
小説	801.56
死去	801.28
多数	800.41
表記	798.68
運転	796.79
選ぶ	795.25
対	792.2
制	791.47
向かう	789.53
エンジン	786.67
みる	784.61
教会	780.44
交通	778.47
あるいは	777.74
娘	772.32
完全	772.15
結婚	771.92
製	770.28
支援	768.55
自由	768.11
展開	766.9
参照	766.14
のち	765.45
競技	765.1
全体	764.91
人気	764.77
タイトル	761.15
生	759.32
少ない	757.6
その他	755.88
陸軍	753.44
取る	753.29
方法	752.4
星	752.16
彼ら	752.01
周辺	750.39
残る	749.5
デザイン	749.45
市立	748.71
進む	748.38
以来	748.18
無い	748.17
色	746.85
向け	744.54
規模	742.87
公	740.95
新しい	739.98
室	736.43
結成	735.79
同時に	735.48
オリンピック	735.19
小	734.54
中学校	733.91
形式	732.5
完成	730.47
連邦	730.41
女子	729.22
大戦	728.51
自動車	727.58
大統領	726.39
サービス	725.04
総合	724.3
副	723.96
条	723.59
環境	723.5
橋	721.15
ラジオ	720.74
主張	719.9
説	719.56
丁目	719.24
族	719.22
建築	718.71
関連	717.33
由来	716.88
いずれ	715.76
引退	714.47
戻る	711.91
自ら	710.55
街	710.21
大正	706.24
基	705.79
先	705.19
基づく	703.97
共同	702.95
公園	702.68
しか	702.29
ほぼ	700.45
除く	699.89
法人	699.62
撮影	699.27
光	699.1
米	699.02
舞台	698.95
期間	698.06
語る	697.05
非常	696.93
ホーム	695.21
達	693.81
形成	693.11
労働	692.54
スペイン	689.09
海	687.62
共和	687.19
演奏	687.03
整備	686.29
類	684.33
億	684.08
変化	683.74
組	683.53
決勝	681.6
支配	681.53
企画	677
営業	675.66
学者	674.9
韓国	674.52
き	672.06
神社	671.24
移動	670.22
妻	670.19
作戦	670.14
自然	668.52
程度	668.19
輸送	667.41
巻	666.31
制度	666.04
表現	665.72
登録	665.34
階	663.9
右	663.84
状況	663.41
まま	662.46
バンド	662.18
もと	661.93
個	659.6
論	658.74
子供	657.68
末	657.48
宇宙	654.27
ローマ	653.24
対戦	653.08
